#Project: Theophylline
#PK-Sim version: 9.0.170
"IndividualId","Gender","Population","Population Name","Organism|Weight [kg]","Organism|BMI [kg/dm²]","Organism|BSA [dm²]","Organism|Gestational age [week(s)]","Organism|Age [year(s)]","Organism|Ontogeny factor (alpha1-acid glycoprotein)","Organism|Ontogeny factor (albumin)","Organism|Height [dm]","Organism|Hematocrit","Organism|VenousBlood|Volume [l]","Organism|ArterialBlood|Volume [l]","Organism|Bone|Specific blood flow rate [l/min/kg organ]","Organism|Bone|Volume [l]","Organism|Brain|Volume [l]","Organism|Brain|Specific blood flow rate [l/min/kg organ]","Organism|Fat|Volume [l]","Organism|Fat|Vf (neutral lipid)-PT","Organism|Fat|Vf (lipid)","Organism|Fat|Vf (phospholipid)-PT","Organism|Fat|Fraction interstitial","Organism|Fat|Vf (water)","Organism|Fat|Vf (water)-PT","Organism|Fat|Vf (neutral lipid)-RR","Organism|Fat|Vf (neutral lipid)-WS","Organism|Fat|Vf (neutral phospholipid)-RR","Organism|Fat|Vf (neutral phospholipid, plasma)-WS","Organism|Fat|Vf (extracellular water)-RR","Organism|Fat|Vf (intracellular water)-RR","Organism|Fat|Vf (water)-WS","Organism|Fat|Specific blood flow rate [l/min/kg organ]","Organism|Gonads|Volume [l]","Organism|Gonads|Specific blood flow rate [l/min/kg organ]","Organism|Heart|Volume [l]","Organism|Heart|Specific blood flow rate [l/min/kg organ]","Organism|Kidney|Volume [l]","Organism|Kidney|Maximal decreasing rate factor","Organism|Kidney|TM50 for GFR [week(s)]","Organism|Kidney|Age of aging onset [year(s)]","Organism|Kidney|GFRmat [l/min]","Organism|Kidney|Aging half-time [year(s)]","Organism|Kidney|Hill coefficient for GFR","Organism|Kidney|Hill coefficient for aging GFR","Organism|Kidney|Specific blood flow rate [l/min/kg organ]","Organism|Lumen|Effective surface area variability factor","Organism|Lumen|Stomach|Distal radius [dm]","Organism|Lumen|Stomach|GET_beta (Weibull function) variability factor","Organism|Lumen|Stomach|Gastric emptying time [min]","Organism|Lumen|Stomach|GET_alpha (Weibull function) variability factor","Organism|Lumen|Stomach|Length [dm]","Organism|Lumen|Stomach|Proximal radius [dm]","Organism|Lumen|Duodenum|Effective surface area enhancement factor","Organism|Lumen|UpperJejunum|Effective surface area enhancement factor","Organism|Lumen|LowerJejunum|Effective surface area enhancement factor","Organism|Lumen|UpperIleum|Effective surface area enhancement factor","Organism|Lumen|LowerIleum|Effective surface area enhancement factor","Organism|Lumen|Caecum|Effective surface area enhancement factor","Organism|Lumen|ColonAscendens|Effective surface area enhancement factor","Organism|Lumen|ColonTransversum|Effective surface area enhancement factor","Organism|Lumen|ColonDescendens|Effective surface area enhancement factor","Organism|Lumen|ColonSigmoid|Effective surface area enhancement factor","Organism|Lumen|Rectum|Effective surface area enhancement factor","Organism|Stomach|Volume [l]","Organism|Stomach|Specific blood flow rate [l/min/kg organ]","Organism|SmallIntestine|Small intestinal transit time [min]","Organism|SmallIntestine|Volume [l]","Organism|SmallIntestine|Specific blood flow rate [l/min/kg organ]","Organism|LargeIntestine|Large intestinal transit time [min]","Organism|LargeIntestine|Volume [l]","Organism|LargeIntestine|Specific blood flow rate [l/min/kg organ]","Organism|Liver|Volume [l]","Organism|Liver|Specific blood flow rate [l/min/kg organ]","Organism|Lung|Volume [l]","Organism|Lung|Fraction vascular","Organism|Muscle|Volume [l]","Organism|Muscle|Vf (neutral lipid)-PT","Organism|Muscle|Vf (lipid)","Organism|Muscle|Vf (protein)","Organism|Muscle|Vf (phospholipid)-PT","Organism|Muscle|Vf (water)-PT","Organism|Muscle|Vf (water)","Organism|Muscle|Fraction interstitial","Organism|Muscle|Vf (neutral lipid)-WS","Organism|Muscle|Vf (neutral lipid)-RR","Organism|Muscle|Vf (neutral phospholipid, plasma)-WS","Organism|Muscle|Vf (neutral phospholipid)-RR","Organism|Muscle|Vf (extracellular water)-RR","Organism|Muscle|Vf (protein)-WS","Organism|Muscle|Vf (intracellular water)-RR","Organism|Muscle|Vf (water)-WS","Organism|Muscle|Specific blood flow rate [l/min/kg organ]","Organism|Pancreas|Volume [l]","Organism|Pancreas|Specific blood flow rate [l/min/kg organ]","Organism|PortalVein|Volume [l]","Organism|Skin|Volume [l]","Organism|Skin|Specific blood flow rate [l/min/kg organ]","Organism|Spleen|Volume [l]","Organism|Spleen|Specific blood flow rate [l/min/kg organ]","CYP1A2|Ontogeny factor","CYP1A2|Ontogeny factor GI","CYP1A2|Reference concentration [µmol/l]","CYP1A2|t1/2 (liver) [min]"
28,MALE,European_ICRP_2002,Population 100 subj,71.1002075025337,0.272289534290468,178.649929553572,40,34.0146320378476,1.52572834095322,1.10299700156995,16.1592038455232,0.47,0.903393413262434,0.408217058236037,0.0274837199882455,9.93630567149597,1.41814547346071,0.544544159409523,19.1311724313162,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0214037884896418,0.0395040041495065,0.0795241615287319,0.299957737369631,0.665693070727664,0.282703378603845,0.9,45.1472896786401,30,0.105124545413828,54,14.9833463707463,1.5,2.98818061122461,0.813169848954645,0.5,0.994957541091665,22.1633666949241,1.95530823526721,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.134784349457056,0.424955605355244,81.5076762863634,0.776085772582349,0.865611419295938,2652,0.386734309353157,0.636824841114071,1.83840584872864,0.181719595672408,0.789243091052159,0.58,30.230905673709,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0342414368547914,0.268800926444376,0.349179854294685,0.959444908399003,3.15047561499729,0.0867869940467489,0.145927839916268,0.848589607803741,0.707092747612082,0.752993463716539,1.8,3959.61971714753
29,MALE,European_ICRP_2002,Population 100 subj,71.3501814031428,0.245862383798003,183.751428753561,40,38.8684145449048,1.27118510820996,0.845648152051441,17.0353671011418,0.47,0.935302579405686,0.420579638285095,0.0289726830940691,11.0614349895054,1.49079098602219,0.520719732299275,16.7929201893706,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0210276906751102,0.0385630535492673,0.0822597052012854,0.408089344048146,0.638278488563331,0.312970353118045,0.9,44.8358352030596,30,0.118480235420273,54,14.6041231744118,1.5,2.84273558123649,0.498529837454619,0.5,0.764544441347868,13.5430538984073,0.937074356339465,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.152579639197392,0.364795538139626,613.023760839586,0.732377611695597,0.847925232417005,2652,0.405779585412228,0.62705841830508,1.74215256958722,0.17063430283052,2.32997450463506,0.58,29.5195379625063,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0342449362786037,0.186243181326231,0.34602042329462,0.867140254618555,3.56631940605172,0.0818438132562218,0.387425554808071,0.954744576966014,1.33837737427253,1.19881524506388,1.8,4635.74095027192
30,MALE,European_ICRP_2002,Population 100 subj,77.568687639962,0.253525399980376,194.140837658318,40,38.5918062779083,0.942842738147525,0.820169001576706,17.4917186667994,0.47,1.02800868264192,0.378007110489042,0.0248502529661943,11.6690541301376,1.44366155089195,0.478935659628186,12.6196241143459,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0199751213539249,0.041526166567372,0.0809301531293831,0.673926366501835,0.652329399601121,0.331422750392937,0.9,43.2592445989679,30,0.104298033821203,54,15.0986742631931,1.5,2.99929906642871,1.2305033665597,0.5,0.821268842401489,18.5571661084009,1.46887122223185,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.154682516887999,0.388831546368077,105.504139481312,0.854978101953902,0.867406830752117,2652,0.30243175637762,0.636303061620721,2.72409915832597,0.168550335448579,1.7878092933945,0.58,38.1257755712727,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0350436643606277,0.276320407509595,0.344543420374166,0.903258493243649,3.91398842661206,0.0874764481472073,0.340113042415301,0.945468678667455,1.15558303122032,1.7015406546116,1.8,2581.58277184042
31,MALE,European_ICRP_2002,Population 100 subj,74.9988976605798,0.266125118287243,187.015295861857,40,30.807055426206,0.940138956647933,0.893160435089658,16.7874412703705,0.47,0.916611661745848,0.422124010536856,0.030834685951012,10.5778165836109,1.52040744211979,0.501493686155557,23.4511413121211,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0216272585759008,0.0418750172349456,0.0845356464569362,0.490240318493299,0.628905750936986,0.51508673728099,0.9,45.4175204734962,30,0.0875396553847243,54,14.8291339951522,1.5,3.04169575493586,1.4456722479398,0.5,1.02854188669215,14.5863924849552,1.84087733154942,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.174837664829792,0.392478927156812,111.815517866971,0.63223851788815,0.88428773385753,2652,0.46309863980417,0.566550816981797,1.93565718249444,0.178016032581493,1.22107487716808,0.58,27.4875593572296,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0362060594886405,0.246760934816384,0.311353683958245,1.00999159200135,3.66835261326981,0.0893690023933927,0.224023197934293,0.735848276958584,1.33296104752984,0.799248170712478,1.8,1545.07670436808
32,MALE,European_ICRP_2002,Population 100 subj,70.4175930920556,0.245348534838181,182.042357310485,40,35.4924851355574,2.27484185348197,0.970718288557564,16.9413827293578,0.47,0.939581642954072,0.404903901059849,0.028022044532062,11.0326122759735,1.49132298018291,0.509568238039428,17.4989118340411,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0203317745551579,0.040637792455405,0.0817071224034061,0.356986196715759,0.648871795230343,0.499561516925195,0.9,43.1065303209319,30,0.137309292941157,54,15.2997952082297,1.5,3.02646188387738,0.374879079691171,0.5,1.29182413265974,16.2220688006451,0.707154676230151,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.176450903431739,0.384627113777637,102.752447086253,0.663309171489451,0.914636075710704,2652,0.478903876670591,0.615254876369978,1.94052238330643,0.17090800056999,1.41939337226924,0.58,28.5312066851465,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0322554400901713,0.123268785354587,0.336439891719283,0.991744600576074,3.62288901653181,0.0875042296876914,0.205386156971417,0.935052102191383,0.796063197127646,1.21624802280316,1.8,1589.16552326984
33,MALE,European_ICRP_2002,Population 100 subj,71.1535264652553,0.22091009764966,188.34359918726,40,35.4304794945896,0.575268943525519,1.03350584772687,17.9469408218414,0.47,0.90187673211058,0.384623828234239,0.0274294361198421,12.2805348957916,1.55115185310929,0.507567431497837,11.4832713233469,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0220803872162008,0.0408675049242036,0.0822241581976564,0.388405074668482,0.633799452961837,0.498443164807763,0.9,43.2372015521235,30,0.105171713208309,54,14.6230716258547,1.5,3.09129392544411,0.539999724837264,0.5,0.611198036837933,16.5206397687895,1.0623693884545,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.194931142507385,0.381135646222306,74.1600295732545,0.663956841932471,0.84423351440633,2652,0.359544083408219,0.645220396573207,2.45919044867989,0.178139729455841,1.42602019648924,0.58,33.5649786407339,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0390690231975386,0.189574922339946,0.353772087455076,0.983745289211201,3.61846356104473,0.0837357586701793,0.163946961915213,0.819776495955826,1.05961753271169,1.75770158190392,1.8,3499.93617999382
34,MALE,European_ICRP_2002,Population 100 subj,69.8288121571496,0.219361796112663,186.034365711255,40,31.450521439058,0.768934241485485,0.885926872679506,17.8417245615135,0.47,0.987243502860687,0.409892434610618,0.0297354714504655,12.1437178827743,1.46421960538213,0.498472088210263,10.153127893365,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0214344485341097,0.0356909260650454,0.0801900760867323,0.423214061228986,0.643907787862609,0.535244481988898,0.9,46.1290648616909,30,0.147648635256462,54,14.7929451602839,1.5,2.93537365897012,1.5701164097183,0.5,0.887308017606237,10.0332414517328,0.540931539975258,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.131957877841832,0.392887483427504,62.8104287672873,0.659824567531515,0.965107282974475,2652,0.461741298351481,0.636030554138213,1.77924747245414,0.189289415600818,2.51028827166586,0.58,32.6306125827919,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0349468131216968,0.185306156076769,0.324605098394881,1.07443096642337,4.02117883179951,0.0944788488298878,0.221873343937483,0.85285224074946,0.298277829540948,0.503241193559832,1.8,1711.03847929492
35,MALE,European_ICRP_2002,Population 100 subj,93.7941938228104,0.272336064117253,219.893864828834,40,30.2026268747647,0.809277959766623,0.877514137764638,18.5581807017304,0.47,0.918869696699882,0.402517646408487,0.0266518190861204,13.1975204120424,1.53973965371594,0.488540426193466,26.3548465711475,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.022546441289366,0.0434787403300113,0.0841268655397475,0.396955540877983,0.640097177542973,0.438702089199258,0.9,43.8362983228718,30,0.116481031884772,54,14.8669841234296,1.5,2.73400865286529,0.878482088754071,0.5,1.19833425322728,21.0047509778164,2.50980787627818,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.151644902325896,0.400000832452627,174.047564780542,0.818429805345923,0.886769673831665,2652,0.356438584934608,0.603429897388018,1.66645436643991,0.177539325116816,1.59499484501488,0.58,40.0249561866055,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0344158312160965,0.210383590906778,0.346495347985472,0.992758443412111,4.51384997523037,0.0899158939849124,0.171652772172978,0.797018886602968,0.437302190413671,0.903487597035959,1.8,1343.25176111302
36,MALE,European_ICRP_2002,Population 100 subj,58.3247399976511,0.205997410912013,165.113127434668,40,33.5341407747633,0.773542975465478,1.14128864485504,16.8265672180602,0.47,0.957421434992868,0.384685009425155,0.0289770559324659,11.0633142134645,1.46052909403091,0.537419156906387,10.6004972783741,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0193039445948105,0.0424780733818038,0.0787708872061989,0.350775954818003,0.60731333138712,0.477865081277932,0.9,44.7787257738965,30,0.106927196663613,54,14.760568920532,1.5,3.16365725276708,1.83309848095521,0.5,0.789800888138993,8.58413265565597,0.774457897464979,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.150749117691091,0.392909332651002,99.1227945541646,0.690839244370023,0.989118661890471,2652,0.394005053615459,0.643066655920598,1.76231150051012,0.179298649572917,1.00533472213216,0.58,24.2362047123645,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0333201978556755,0.213657263459876,0.361175870248286,1.01728684459807,3.25097679655476,0.0899787495711726,0.265808602589767,0.852057481444191,0.859377554171486,1.60716375775919,1.8,3387.86035941926
37,MALE,European_ICRP_2002,Population 100 subj,73.1638566833203,0.237704136826944,188.829869589007,40,31.2067661114069,0.607286769857471,1.50143435601664,17.54405277983,0.47,0.953236926751371,0.383775924719307,0.0260522652965932,11.7534069658853,1.564305737793,0.541725608533404,10.9832031006039,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.021265447681716,0.0404433460540659,0.0768622418220028,0.375508986061698,0.575577492968516,0.465067729623201,0.9,42.56534906713,30,0.088984917309775,54,14.8055873119423,1.5,2.77006757020212,1.44215337073957,0.5,1.51547915052005,11.2530112406489,0.513417117169721,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.186017859213201,0.398122264181199,142.881326903803,0.652570740523635,0.936073732325835,2652,0.406073872027202,0.605085552899779,1.96190593753858,0.169814339241786,2.76680344968255,0.58,35.4254886702806,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0321148591739595,0.187756939367286,0.350317063721348,1.02986357736721,3.72254323040824,0.0894331911008126,0.305883689419985,0.832423529523287,1.49772538549821,0.694099803288583,1.8,3149.72684863361
38,MALE,European_ICRP_2002,Population 100 subj,97.6198338059192,0.331478290310926,215.723377291809,40,38.4551210694272,0.768706702347003,0.93081896933183,17.1609563589182,0.47,0.974801211681454,0.404370889568215,0.0273144010743916,11.4177611903794,1.64699196156214,0.491401819537816,38.2895251038483,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0251367118702889,0.0403296530447154,0.0821847228549818,0.45069497804714,0.605903083983779,0.454843479652514,0.9,43.7398562039076,30,0.108251521126088,54,14.963991866635,1.5,2.65509421872327,1.0721102578487,0.5,0.726762904179856,11.7599241355335,0.626533362059172,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.175219206493415,0.367830240004316,104.955151112046,0.785162524902112,0.921971057700042,2652,0.525354232001688,0.626875430290839,2.73220643339073,0.198919489204528,1.93500500542596,0.58,32.6248934854546,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0372410467011954,0.138976792105508,0.35055591653156,0.917979846390453,4.01826154796091,0.0872644139344424,0.0874562640099229,0.909235873162483,0.721433089223458,1.03244387379375,1.8,1708.81851676355
39,MALE,European_ICRP_2002,Population 100 subj,85.4648559936981,0.261092444616705,207.252383177643,40,30.6746104781863,0.946404291035714,0.924176049718613,18.0924187228296,0.47,1.03543649896588,0.42318576417772,0.0261400401217268,12.3175762978129,1.51674410947754,0.469476106958169,19.9974630337538,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.021800115213857,0.0429983136025124,0.0839312737655794,0.249952741975426,0.653442905339307,0.40366208104795,0.9,42.2069708714446,30,0.124471094210878,54,14.7515033744444,1.5,2.78167684816923,1.02481162287467,0.5,1.6239277577905,7.74137068656375,0.553800971010244,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.178859624386894,0.359306783779237,73.9952618859664,0.685249885339075,0.913271165066779,2652,0.438108454020116,0.649486711922022,1.4791787512737,0.177624726819453,1.40843718272515,0.58,39.7317476653468,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0345908917046127,0.191288816610506,0.354428687446557,0.999299064834832,4.05615007623353,0.080319989779717,0.309517632113738,0.759162990124387,0.94932142825596,0.556632932777385,1.8,2690.59841648698
40,MALE,European_ICRP_2002,Population 100 subj,81.1826551307575,0.238572911799945,203.962154531819,40,35.774024415656,0.877904896004473,1.20558066567867,18.4468008825699,0.47,0.975036117764463,0.426642557675931,0.029124583663839,13.1975855346528,1.52003205846457,0.487021392124247,13.0812198373681,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0226031631871807,0.0422445515059465,0.0834473472916083,0.393208172677095,0.60673462783453,0.581517641518009,0.9,44.5389671211874,30,0.0705399719974979,54,15.0714793436333,1.5,3.02081991516786,0.697266419271214,0.5,1.55442575458614,12.7273180008442,0.997280028468649,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.162093129774279,0.374754590613194,178.499390258705,0.740367388766942,0.975869597594564,2652,0.51186362650058,0.614833400923767,1.48081086309803,0.178379754882363,1.4123822426283,0.58,41.0310633520668,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0326979375334539,0.184903020356895,0.337824882805984,0.982803987431286,4.11954779853144,0.0853705524820981,0.3393332499761,0.840539026174598,0.803618918482257,1.99366301763905,1.8,1869.83350683058
41,MALE,European_ICRP_2002,Population 100 subj,66.7229834979125,0.213870196982198,180.936614972114,40,38.8137826597382,1.17881023377898,1.20172902592566,17.6629237449955,0.47,1.03900921187379,0.39224511124595,0.0275064164386049,11.9957988086779,1.43268179655049,0.50428893642811,10.6354000877761,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0227155650973305,0.0383085087279392,0.0802396088980372,0.484716026506994,0.647750476825336,0.445346296734114,0.9,44.462726623166,30,0.0934820049576004,54,15.0676383730943,1.5,2.75305842832899,1.30794217899544,0.5,0.939738894004048,10.4236166863982,3.29245633787182,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.210369320889476,0.391038476083698,178.864556488299,0.58281834140843,0.870188992253699,2652,0.334075263938804,0.679172101421215,2.34552464809035,0.179858365944739,2.06212375994242,0.58,29.6538357140737,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0360716743724941,0.27607607097233,0.344608600725898,0.991152022940725,3.63631654256442,0.0905444359698621,0.167185964998654,0.745892866711516,0.63694786600442,1.30545419889508,1.8,529.364673861395
42,MALE,European_ICRP_2002,Population 100 subj,64.3685987108686,0.227004925702025,173.521844805111,40,37.2961877413542,1.00131467987543,1.02982480448081,16.8391198089896,0.47,0.935020831726748,0.403868361090136,0.0285598543451837,11.0496795629248,1.47588110353042,0.532553700539984,8.71129080460494,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0215392839848135,0.0392804001389375,0.0735721273368421,0.341114453058956,0.565778909576206,0.288248422867335,0.9,44.9701136136408,30,0.0870310603863849,54,15.130105391307,1.5,2.9002872479462,0.617954475246511,0.5,1.17242859787547,34.2649119171399,2.97010635374847,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.167619681325045,0.397929663075552,145.154973257722,0.739625207398405,0.907634754727659,2652,0.526330525161088,0.554811331389521,2.85492806378982,0.195892105553239,1.33611762863711,0.58,30.5758717150528,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0350426448975922,0.148945327776813,0.325030326862022,0.94500564546002,3.71202891123496,0.0897096235313357,0.117742065090372,0.835478012105565,1.53872864461915,1.04484937624605,1.8,1836.71181518619
43,MALE,European_ICRP_2002,Population 100 subj,73.5200639429668,0.213458357254289,194.685475309211,40,32.2174878335639,2.27760738281615,1.06514728814226,18.5586489405104,0.47,0.975163596482581,0.462391007598418,0.0258813820411783,13.3191585035529,1.63723483155472,0.486646699345553,7.43272760107829,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0215170831017762,0.041662837643399,0.0833870885270777,0.390372533928217,0.645062056799812,0.402478173257869,0.9,44.2659905561747,30,0.141405097940963,54,14.675269636979,1.5,3.14975759011584,1.28525127782881,0.5,1.36717128325209,13.9931325472468,1.27172271698963,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.201958533288944,0.408129685251411,215.237086600011,0.77476523443007,0.977222431927473,2652,0.524752193922946,0.611073025341786,2.83984167675808,0.183453477515363,1.36955127835813,0.58,37.5811854611196,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0337006594276805,0.312314883514091,0.35776547973685,1.09173275147831,3.86813927292475,0.0874601294023713,0.294633572075449,0.81308681029358,0.747733582742941,1.23201141029306,1.8,712.644579186559
44,MALE,European_ICRP_2002,Population 100 subj,74.6094669692397,0.225650589261663,194.130498784292,40,34.5570341239483,0.496569276627729,0.99553309129637,18.1835524104081,0.47,0.912405193164324,0.409849556697193,0.0274944236600314,12.5834387787957,1.47364984352043,0.533769729400767,14.4464783920179,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0213875115091124,0.0408103180211279,0.077077633927536,0.559774684455721,0.683683071317239,0.483836819573393,0.9,43.6160997908071,30,0.0968700743267259,54,15.5222181510554,1.5,2.92412049640132,1.23062096424177,0.5,1.0774175586831,20.6167781401918,0.775466387705082,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.187118399196897,0.423410572333447,139.05047870948,0.777894766673015,0.865331706616427,2652,0.349689553008893,0.61673395069747,2.55022692184563,0.184770738835095,1.3959019934757,0.58,33.2710896247367,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0359903483387305,0.155478874611481,0.346407720422328,0.956803966874364,3.82091466911729,0.0920641241147823,0.234104613454081,0.798047739163724,1.04874278941356,1.2481975338161,1.8,2773.14912090594
45,MALE,European_ICRP_2002,Population 100 subj,62.0229914393261,0.226460773150459,168.858808580049,40,30.6961065813415,1.1102361284138,1.5838083363621,16.5493088728312,0.47,0.952414667496292,0.406420890760497,0.0251568221264119,10.537732113412,1.52687674594535,0.493599337681445,10.3920692208559,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0215164687192105,0.0391733371932206,0.0772848106847201,0.434236371748669,0.638514906728033,0.35594862648626,0.9,44.3854088746258,30,0.0980114810404082,54,14.9466372635247,1.5,3.10912627472521,2.07814469111727,0.5,1.0529892806223,16.8865752801434,1.28584068537687,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.162648022944439,0.388369215097375,184.935915529618,0.688046737817114,0.904579920400174,2652,0.519702549413799,0.572206884155007,3.38853380934231,0.19479236877448,1.13886262439579,0.58,26.772175218017,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0320341942894764,0.144609738687461,0.363449929463583,0.979398402431105,3.09508939830911,0.0868642828278744,0.489052964069832,0.765108122163957,0.78997569697422,1.84717645342139,1.8,4080.66077103394
